Round County Immigrants,Round State Immigrants,County Immigrants,County,Number of Records,Origin (B05006 2015 5 yr (County)),Origin (quickfilter 2),Origin (tooltip),Origin (quickfilter),Origin,State (B05006 2015 5 yr (County)),State Immigrants,State,Total state immigrant population,Total state population
,"222,000",115,Harmon County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",604,Harper County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",187,Haskell County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",117,Hughes County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1874,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",175,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",122,Johnston County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1439,Kay County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1145,Kingfisher County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",220,Kiowa County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",144,Latimer County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1831,Le Flore County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",292,Lincoln County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1234,Logan County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",509,Love County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",269,Major County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",959,Marshall County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",470,Mayes County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1097,McClain County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",561,McCurtain County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",98,McIntosh County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",326,Murray County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1939,Muskogee County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",123,Noble County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",130,Nowata County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",178,Okfuskee County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"81,700","222,000",81736,Oklahoma County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",360,Okmulgee County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",570,Osage County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",645,Ottawa County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",210,Pawnee County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"4,900","222,000",4867,Payne County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",789,Pittsburg County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",985,Pontotoc County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1225,Pottawatomie County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",136,Pushmataha County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",37,Roger Mills County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1946,Rogers County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",354,Seminole County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",630,Sequoyah County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1078,Stephens County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"5,000","222,000",5020,Texas County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",341,Tillman County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"51,200","222,000",51215,Tulsa County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"2,600","222,000",2569,Wagoner County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",1916,Washington County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",313,Washita County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",218,Woods County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
,"222,000",763,Woodward County,1,Total:,Total:,all countries,(Total),Total:,Oklahoma,221901,Oklahoma,221901,3849733
"2,200","69,000",2153,Adams County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",572,Alcorn County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",26,Amite County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",124,Attala County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",64,Benton County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",615,Bolivar County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",460,Calhoun County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",68,Carroll County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",449,Chickasaw County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",15,Choctaw County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",87,Claiborne County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",25,Clarke County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",94,Clay County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",196,Coahoma County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",729,Copiah County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",113,Covington County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"6,100","69,000",6117,DeSoto County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"2,100","69,000",2135,Forrest County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",3,Franklin County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",315,George County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",64,Greene County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",108,Grenada County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1265,Hancock County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"9,000","69,000",8982,Harrison County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"4,700","69,000",4698,Hinds County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",38,Holmes County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",94,Humphreys County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",3,Issaquena County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",175,Itawamba County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"5,600","69,000",5611,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",36,Jasper County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",8,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",7,Jefferson Davis County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"2,000","69,000",2030,Jones County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",58,Kemper County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1544,Lafayette County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1607,Lamar County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1469,Lauderdale County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",9,Lawrence County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",518,Leake County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1707,Lee County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",654,Leflore County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",187,Lincoln County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1237,Lowndes County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"3,800","69,000",3826,Madison County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",166,Marion County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",516,Marshall County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",171,Monroe County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",22,Montgomery County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",247,Neshoba County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",150,Newton County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",236,Noxubee County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"2,200","69,000",2183,Oktibbeha County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",278,Panola County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",920,Pearl River County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",63,Perry County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",300,Pike County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",790,Pontotoc County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",142,Prentiss County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",82,Quitman County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"3,400","69,000",3436,Rankin County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
"2,000","69,000",2007,Scott County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",47,Sharkey County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",253,Simpson County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",28,Smith County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",197,Stone County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",156,Sunflower County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",975,Tallahatchie County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",435,Tate County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",478,Tippah County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",333,Tishomingo County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",227,Tunica County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",861,Union County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",154,Walthall County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",914,Warren County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",517,Washington County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",63,Wayne County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",50,Webster County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",0,Wilkinson County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",76,Winston County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",48,Yalobusha County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"69,000",1331,Yazoo County,1,Total:,Total:,all countries,(Total),Total:,Mississippi,69147,Mississippi,69147,2988081
,"389,000",274,Baker County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
"8,400","389,000",8367,Benton County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
"31,800","389,000",31824,Clackamas County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
"2,000","389,000",2029,Clatsop County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
,"389,000",1640,Columbia County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
"2,200","389,000",2234,Coos County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
,"389,000",443,Crook County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
,"389,000",813,Curry County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
"7,300","389,000",7333,Deschutes County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
"2,900","389,000",2943,Douglas County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
,"389,000",37,Gilliam County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
,"389,000",106,Grant County,1,Total:,Total:,all countries,(Total),Total:,Oregon,388685,Oregon,388685,3939233
