Round County Immigrants,Round State Immigrants,County Immigrants,County,Number of Records,Origin (B05006 2015 5 yr (County)),Origin (quickfilter 2),Origin (tooltip),Origin (quickfilter),Origin,State (B05006 2015 5 yr (County)),State Immigrants,State,Total state immigrant population,Total state population
,"200,000",1750,Reno County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",43,Republic County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",364,Rice County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"5,600","200,000",5585,Riley County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",76,Rooks County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",37,Rush County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",69,Russell County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"3,200","200,000",3164,Saline County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",360,Scott County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"43,600","200,000",43588,Sedgwick County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"7,100","200,000",7058,Seward County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"8,100","200,000",8126,Shawnee County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",55,Sheridan County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",79,Sherman County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",10,Smith County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",282,Stafford County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",260,Stanton County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",1040,Stevens County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",168,Sumner County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",144,Thomas County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",32,Trego County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",35,Wabaunsee County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",30,Wallace County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",150,Washington County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",341,Wichita County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",142,Wilson County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
,"200,000",23,Woodson County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"24,600","200,000",24646,Wyandotte County,1,Total:,Total:,all countries,(Total),Total:,Kansas,200273,Kansas,200273,2892987
"3,700","4,399,000",3742,Anderson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,300","4,399,000",2266,Andrews County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"7,200","4,399,000",7186,Angelina County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1440,Aransas County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",299,Archer County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",36,Armstrong County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,200","4,399,000",3181,Atascosa County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,600","4,399,000",2646,Austin County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1325,Bailey County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",870,Bandera County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"8,200","4,399,000",8231,Bastrop County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",101,Baylor County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1346,Bee County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"26,600","4,399,000",26579,Bell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"239,100","4,399,000",239112,Bexar County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",899,Blanco County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",14,Borden County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1211,Bosque County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,500","4,399,000",3494,Bowie County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"43,400","4,399,000",43434,Brazoria County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"27,100","4,399,000",27057,Brazos County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",364,Brewster County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",195,Briscoe County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",569,Brooks County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1582,Brown County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1199,Burleson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,600","4,399,000",2649,Burnet County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,900","4,399,000",2909,Caldwell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,300","4,399,000",2262,Calhoun County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",297,Callahan County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"102,000","4,399,000",101966,Cameron County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1430,Camp County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",112,Carson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",561,Cass County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1668,Castro County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,900","4,399,000",3859,Chambers County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,600","4,399,000",4631,Cherokee County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",313,Childress County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",197,Clay County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",517,Cochran County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",123,Coke County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",173,Coleman County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"159,900","4,399,000",159936,Collin County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",413,Collingsworth County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1606,Colorado County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"7,400","4,399,000",7383,Comal County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1077,Comanche County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1391,Concho County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,800","4,399,000",2760,Cooke County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,800","4,399,000",4781,Coryell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",66,Cottle County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",799,Crane County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",399,Crockett County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",251,Crosby County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",296,Culberson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1113,Dallam County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"582,200","4,399,000",582220,Dallas County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",969,Dawson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,900","4,399,000",2933,Deaf Smith County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",87,Delta County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"104,600","4,399,000",104613,Denton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",601,DeWitt County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",88,Dickens County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",604,Dimmit County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",80,Donley County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",476,Duval County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",700,Eastland County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"20,700","4,399,000",20699,Ector County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",217,Edwards County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"212,100","4,399,000",212112,El Paso County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"13,500","4,399,000",13455,Ellis County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,500","4,399,000",3467,Erath County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1110,Falls County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1784,Fannin County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1797,Fayette County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",91,Fisher County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",531,Floyd County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",36,Foard County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"175,500","4,399,000",175535,Fort Bend County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",674,Franklin County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1459,Freestone County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,500","4,399,000",2520,Frio County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,600","4,399,000",4570,Gaines County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"30,100","4,399,000",30097,Galveston County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,600","4,399,000",2619,Garza County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,600","4,399,000",2566,Gillespie County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",204,Glasscock County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",155,Goliad County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,700","4,399,000",2719,Gonzales County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,100","4,399,000",2052,Gray County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"7,400","4,399,000",7442,Grayson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"10,900","4,399,000",10867,Gregg County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,600","4,399,000",2627,Grimes County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"10,200","4,399,000",10243,Guadalupe County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,700","4,399,000",3739,Hale County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",387,Hall County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",356,Hamilton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1025,Hansford County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",247,Hardeman County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",790,Hardin County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"1,106,800","4,399,000",1106763,Harris County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,100","4,399,000",4147,Harrison County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",615,Hartley County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",872,Haskell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"13,800","4,399,000",13827,Hays County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",517,Hemphill County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,400","4,399,000",4363,Henderson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"235,900","4,399,000",235860,Hidalgo County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,500","4,399,000",2511,Hill County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1569,Hockley County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,800","4,399,000",2801,Hood County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,100","4,399,000",3067,Hopkins County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",786,Houston County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,400","4,399,000",3386,Howard County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1179,Hudspeth County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,600","4,399,000",5596,Hunt County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1365,Hutchinson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",66,Irion County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",391,Jack County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",984,Jackson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",909,Jasper County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",450,Jeff Davis County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"28,900","4,399,000",28934,Jefferson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",344,Jim Hogg County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,500","4,399,000",2503,Jim Wells County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"10,700","4,399,000",10674,Johnson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",609,Jones County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",589,Karnes County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"8,500","4,399,000",8455,Kaufman County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,200","4,399,000",2180,Kendall County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",92,Kenedy County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",35,Kent County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,300","4,399,000",3337,Kerr County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",311,Kimble County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",49,King County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",648,Kinney County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,200","4,399,000",2205,Kleberg County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",252,Knox County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",635,La Salle County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,300","4,399,000",2320,Lamar County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1482,Lamb County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1253,Lampasas County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1178,Lavaca County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1160,Lee County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1090,Leon County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,700","4,399,000",5678,Liberty County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,200","4,399,000",2216,Limestone County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",476,Lipscomb County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",772,Live Oak County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",551,Llano County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",13,Loving County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"16,600","4,399,000",16564,Lubbock County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",438,Lynn County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",895,Madison County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",106,Marion County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",477,Martin County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",416,Mason County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"4,100","4,399,000",4066,Matagorda County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"18,800","4,399,000",18825,Maverick County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",403,McCulloch County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"20,600","4,399,000",20586,McLennan County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",33,McMullen County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,500","4,399,000",2492,Medina County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",99,Menard County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"16,100","4,399,000",16108,Midland County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1346,Milam County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",327,Mills County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",675,Mitchell County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1046,Montague County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"64,100","4,399,000",64131,Montgomery County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"6,200","4,399,000",6165,Moore County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",501,Morris County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",22,Motley County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"6,000","4,399,000",5953,Nacogdoches County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,300","4,399,000",5288,Navarro County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",246,Newton County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",497,Nolan County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"29,100","4,399,000",29080,Nueces County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,200","4,399,000",2200,Ochiltree County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",50,Oldham County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1903,Orange County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1646,Palo Pinto County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1034,Panola County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,000","4,399,000",4965,Parker County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1954,Parmer County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,200","4,399,000",2164,Pecos County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,100","4,399,000",3085,Polk County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"17,500","4,399,000",17509,Potter County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"2,400","4,399,000",2436,Presidio County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",345,Rains County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"5,100","4,399,000",5115,Randall County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",918,Reagan County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",66,Real County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",356,Red River County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,300","4,399,000",3328,Reeves County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",213,Refugio County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",5,Roberts County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1047,Robertson County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"7,600","4,399,000",7607,Rockwall County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",371,Runnels County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,800","4,399,000",3757,Rusk County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",84,Sabine County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",162,San Augustine County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
,"4,399,000",1062,San Jacinto County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
"3,400","4,399,000",3438,San Patricio County,1,Total:,Total:,all countries,(Total),Total:,Texas,4399080,Texas,4399080,26538614
